tweet,like_count,retweet_count,hashtags,timestamp
Discussing the latest in technology.,74,26,"#Tech, #AI, #Gadgets",2024-06-10 12:16:23.140536
Discussing the latest in politics.,436,35,"#Politics, #News, #Elections",2024-06-12 01:32:49.140536
Discussing the latest in cooking.,116,99,"#Pasta, #Recipe, #Foodie",2024-06-20 21:19:45.140536
Discussing the latest in finance.,324,13,"#Investing, #Markets, #Finance",2024-06-25 14:04:23.140536
Discussing the latest in education.,173,40,"#Knowledge, #Education, #Learning",2024-06-14 21:49:26.140536
Discussing the latest in sports.,289,62,"#Sports, #GameDay, #TeamSpirit",2024-06-27 00:07:22.140536
Discussing the latest in technology.,223,63,"#AI, #Tech, #Gadgets",2024-06-15 19:09:40.140536
Discussing the latest in music.,59,99,"#NewRelease, #Bands, #Music",2024-06-18 20:27:41.140536
Discussing the latest in travel.,455,86,"#Travel, #Adventure, #Wanderlust",2024-06-29 17:11:49.140536
Discussing the latest in fitness.,196,14,"#Wellness, #Healthy, #Fitness",2024-06-04 15:24:51.140536
Discussing the latest in cooking.,319,69,"#Pasta, #Cooking, #Foodie",2024-06-10 00:50:08.140536
Discussing the latest in politics.,295,25,"#Government, #Politics, #News",2024-06-06 16:09:17.140536
Discussing the latest in fitness.,388,38,"#Workout, #Fitness, #Wellness",2024-06-06 18:21:00.140536
Discussing the latest in politics.,190,34,"#News, #Politics, #Government",2024-06-01 13:55:42.140536
Discussing the latest in politics.,386,26,"#Elections, #Government, #News",2024-06-13 11:35:31.140536
Discussing the latest in education.,489,40,"#Books, #Education, #Learning",2024-06-11 00:33:05.140536
Discussing the latest in technology.,245,44,"#Innovation, #Gadgets, #AI",2024-06-17 13:25:55.140536
Discussing the latest in nature.,80,66,"#Nature, #Outdoors, #Relax",2024-06-26 03:20:33.140536
Discussing the latest in politics.,214,92,"#News, #Government, #Elections",2024-06-02 01:46:26.140536
Discussing the latest in sports.,122,25,"#Sports, #TeamSpirit, #GameDay",2024-06-07 04:08:20.140536
Discussing the latest in technology.,96,26,"#Gadgets, #Tech, #Innovation",2024-06-24 03:51:28.140536
Discussing the latest in education.,93,61,"#Learning, #Education, #Knowledge",2024-06-02 22:31:28.140536
Discussing the latest in finance.,329,89,"#Economy, #Finance, #Investing",2024-06-27 06:01:40.140536
Discussing the latest in sports.,217,40,"#GameDay, #Victory, #Sports",2024-06-11 12:42:07.140536
Discussing the latest in music.,370,81,"#NewRelease, #Music, #Bands",2024-06-06 06:12:46.140536
Discussing the latest in finance.,354,82,"#Markets, #Economy, #Investing",2024-06-22 20:44:23.140536
Discussing the latest in education.,251,62,"#Knowledge, #Learning, #Education",2024-06-06 22:49:46.140536
Discussing the latest in politics.,414,91,"#Elections, #Government, #Politics",2024-06-27 18:10:26.140536
Discussing the latest in education.,207,26,"#Education, #Books, #Learning",2024-06-18 02:35:42.140536
Discussing the latest in education.,329,39,"#Books, #Education, #Knowledge",2024-06-24 14:25:02.140536
Discussing the latest in technology.,244,27,"#Tech, #Gadgets, #AI",2024-06-21 23:16:58.140536
Discussing the latest in politics.,226,72,"#News, #Politics, #Elections",2024-06-30 01:35:47.140536
Discussing the latest in nature.,87,81,"#Outdoors, #Nature, #Relax",2024-06-29 04:47:16.140536
Discussing the latest in politics.,334,61,"#News, #Elections, #Government",2024-06-03 21:09:24.140536
Discussing the latest in music.,132,10,"#Concert, #Music, #NewRelease",2024-06-12 20:54:34.140536
Discussing the latest in sports.,60,54,"#Sports, #TeamSpirit, #GameDay",2024-06-10 06:15:44.140536
Discussing the latest in sports.,349,39,"#Sports, #GameDay, #Victory",2024-06-19 20:02:11.140536
Discussing the latest in cooking.,334,69,"#Cooking, #Pasta, #Foodie",2024-06-09 00:38:31.140536
Discussing the latest in finance.,383,98,"#Finance, #Investing, #Economy",2024-06-12 09:21:38.140536
Discussing the latest in education.,337,58,"#Knowledge, #Books, #Education",2024-06-29 09:15:39.140536
Discussing the latest in fitness.,392,82,"#Healthy, #Workout, #Fitness",2024-06-17 00:17:23.140536
Discussing the latest in nature.,461,14,"#Relax, #Outdoors, #Nature",2024-06-20 23:44:23.140536
Discussing the latest in music.,51,50,"#NewRelease, #Concert, #Music",2024-06-14 23:07:44.140536
Discussing the latest in technology.,90,91,"#Innovation, #Tech, #Gadgets",2024-06-09 13:46:47.140536
Discussing the latest in music.,461,50,"#Music, #Concert, #NewRelease",2024-06-25 10:55:33.141537
Discussing the latest in politics.,182,90,"#Politics, #News, #Government",2024-06-16 00:52:40.141537
Discussing the latest in music.,434,46,"#NewRelease, #Bands, #Music",2024-06-21 00:56:48.141537
Discussing the latest in finance.,241,61,"#Finance, #Markets, #Investing",2024-06-14 04:43:31.141537
Discussing the latest in travel.,321,67,"#Explore, #Travel, #Wanderlust",2024-06-01 09:02:27.141537
Discussing the latest in sports.,136,13,"#GameDay, #TeamSpirit, #Victory",2024-06-13 21:03:37.141537
Discussing the latest in travel.,280,53,"#Explore, #Adventure, #Travel",2024-06-10 23:01:24.141537
Discussing the latest in fitness.,375,50,"#Wellness, #Fitness, #Workout",2024-06-10 13:13:49.141537
Discussing the latest in technology.,110,53,"#AI, #Innovation, #Gadgets",2024-06-17 06:06:32.141537
Discussing the latest in education.,388,30,"#Knowledge, #Learning, #Books",2024-06-16 02:21:31.141537
Discussing the latest in fitness.,311,77,"#Fitness, #Workout, #Wellness",2024-06-17 11:10:18.141537
Discussing the latest in sports.,56,25,"#TeamSpirit, #Sports, #Victory",2024-06-23 06:26:35.141537
Discussing the latest in politics.,404,26,"#Government, #Politics, #News",2024-06-18 21:42:59.141537
Discussing the latest in nature.,357,89,"#Sunset, #Relax, #Nature",2024-06-09 17:59:49.141537
Discussing the latest in cooking.,82,16,"#Cooking, #Recipe, #Pasta",2024-06-01 00:41:43.141537
Discussing the latest in finance.,243,94,"#Investing, #Finance, #Economy",2024-06-27 14:31:38.141537
Discussing the latest in fitness.,66,68,"#Healthy, #Workout, #Wellness",2024-06-02 22:44:05.141537
Discussing the latest in cooking.,176,29,"#Pasta, #Cooking, #Foodie",2024-06-08 10:55:40.141537
Discussing the latest in technology.,224,51,"#AI, #Innovation, #Tech",2024-06-02 09:17:45.141537
Discussing the latest in technology.,303,32,"#Innovation, #Gadgets, #AI",2024-06-17 04:58:01.141537
Discussing the latest in travel.,185,93,"#Explore, #Wanderlust, #Adventure",2024-06-04 04:24:01.141537
Discussing the latest in music.,59,21,"#Music, #Concert, #NewRelease",2024-06-14 00:20:08.141537
Discussing the latest in music.,477,53,"#NewRelease, #Music, #Bands",2024-06-14 01:42:02.141537
Discussing the latest in cooking.,164,91,"#Pasta, #Foodie, #Recipe",2024-06-27 21:56:52.141537
Discussing the latest in technology.,476,54,"#Gadgets, #Tech, #AI",2024-06-19 06:31:08.141537
Discussing the latest in travel.,57,89,"#Travel, #Adventure, #Wanderlust",2024-06-03 02:26:23.141537
Discussing the latest in finance.,229,15,"#Markets, #Investing, #Finance",2024-06-29 00:52:45.141537
Discussing the latest in politics.,65,47,"#Elections, #News, #Politics",2024-06-06 06:06:20.141537
Discussing the latest in cooking.,279,15,"#Foodie, #Recipe, #Pasta",2024-06-09 00:49:53.141537
Discussing the latest in nature.,222,49,"#Outdoors, #Sunset, #Relax",2024-06-05 05:59:19.141537
Discussing the latest in finance.,344,13,"#Economy, #Finance, #Investing",2024-06-21 18:11:12.141537
Discussing the latest in finance.,240,19,"#Markets, #Investing, #Economy",2024-06-12 22:06:52.141537
Discussing the latest in fitness.,75,92,"#Wellness, #Workout, #Fitness",2024-06-16 22:33:12.141537
Discussing the latest in education.,451,38,"#Learning, #Books, #Knowledge",2024-06-01 09:47:02.141537
Discussing the latest in finance.,138,64,"#Markets, #Investing, #Economy",2024-06-11 01:25:33.141537
Discussing the latest in travel.,453,11,"#Adventure, #Wanderlust, #Explore",2024-06-15 06:19:03.141537
Discussing the latest in finance.,466,27,"#Finance, #Markets, #Investing",2024-06-30 16:16:40.141537
Discussing the latest in travel.,360,47,"#Wanderlust, #Explore, #Travel",2024-06-14 10:06:13.141537
Discussing the latest in music.,134,96,"#Bands, #Music, #Concert",2024-06-06 21:14:48.141537
Discussing the latest in sports.,343,78,"#TeamSpirit, #GameDay, #Victory",2024-06-29 14:38:40.141537
Discussing the latest in nature.,462,16,"#Nature, #Sunset, #Relax",2024-06-21 21:02:53.141537
Discussing the latest in music.,419,28,"#Concert, #Bands, #Music",2024-06-05 18:57:47.141537
Discussing the latest in politics.,369,91,"#Government, #Politics, #Elections",2024-06-07 20:54:25.141537
Discussing the latest in politics.,458,17,"#Government, #News, #Politics",2024-06-21 01:50:33.141537
Discussing the latest in travel.,464,38,"#Explore, #Adventure, #Wanderlust",2024-06-10 16:11:52.141537
Discussing the latest in fitness.,449,60,"#Healthy, #Workout, #Wellness",2024-06-15 15:20:30.141537
Discussing the latest in nature.,73,97,"#Relax, #Nature, #Sunset",2024-06-06 19:36:45.141537
Discussing the latest in sports.,110,48,"#GameDay, #TeamSpirit, #Victory",2024-06-11 04:05:03.141537
Discussing the latest in finance.,379,74,"#Investing, #Finance, #Markets",2024-06-21 04:33:44.141537
Discussing the latest in education.,438,35,"#Education, #Learning, #Books",2024-06-02 20:17:03.141537
Discussing the latest in nature.,477,20,"#Sunset, #Relax, #Outdoors",2024-06-17 10:00:42.141537
Discussing the latest in sports.,237,58,"#Sports, #Victory, #TeamSpirit",2024-06-15 09:13:20.141537
Discussing the latest in education.,141,60,"#Knowledge, #Books, #Learning",2024-06-24 19:03:16.141537
Discussing the latest in music.,415,53,"#NewRelease, #Concert, #Bands",2024-06-08 19:51:39.141537
Discussing the latest in politics.,210,93,"#Elections, #Politics, #Government",2024-06-21 20:01:46.141537
Discussing the latest in fitness.,298,69,"#Workout, #Fitness, #Healthy",2024-06-12 01:11:43.141537
Discussing the latest in nature.,322,58,"#Nature, #Relax, #Outdoors",2024-06-24 10:04:28.141537
Discussing the latest in travel.,352,77,"#Explore, #Wanderlust, #Adventure",2024-06-01 18:58:00.141537
Discussing the latest in politics.,390,39,"#News, #Government, #Politics",2024-06-27 14:51:47.141537
Discussing the latest in finance.,403,56,"#Investing, #Economy, #Markets",2024-06-17 09:38:36.141537
Discussing the latest in nature.,472,69,"#Nature, #Sunset, #Outdoors",2024-06-29 02:03:58.141537
Discussing the latest in sports.,201,78,"#Sports, #Victory, #TeamSpirit",2024-06-12 09:16:52.141537
Discussing the latest in music.,433,13,"#NewRelease, #Bands, #Music",2024-06-02 21:24:50.141537
Discussing the latest in finance.,115,56,"#Markets, #Economy, #Investing",2024-06-19 19:20:25.141537
Discussing the latest in sports.,424,75,"#Victory, #Sports, #TeamSpirit",2024-06-28 08:13:33.141537
Discussing the latest in politics.,450,97,"#Government, #Elections, #Politics",2024-06-28 04:57:20.141537
Discussing the latest in cooking.,267,39,"#Cooking, #Pasta, #Foodie",2024-06-29 12:46:57.141537
Discussing the latest in education.,133,90,"#Books, #Education, #Learning",2024-06-10 08:50:46.141537
Discussing the latest in finance.,123,92,"#Economy, #Markets, #Finance",2024-06-17 01:15:28.141537
Discussing the latest in sports.,440,53,"#Sports, #GameDay, #Victory",2024-06-30 05:01:50.141537
Discussing the latest in music.,346,89,"#Music, #NewRelease, #Concert",2024-06-05 20:36:02.141537
Discussing the latest in cooking.,289,100,"#Recipe, #Foodie, #Cooking",2024-06-06 08:54:37.141537
Discussing the latest in sports.,480,45,"#Victory, #Sports, #GameDay",2024-06-13 01:44:00.141537
Discussing the latest in technology.,315,16,"#Gadgets, #AI, #Innovation",2024-06-07 15:39:52.141537
Discussing the latest in travel.,259,76,"#Travel, #Wanderlust, #Explore",2024-06-11 16:15:57.141537
Discussing the latest in nature.,129,20,"#Sunset, #Outdoors, #Relax",2024-06-28 11:53:56.141537
Discussing the latest in fitness.,384,26,"#Workout, #Healthy, #Fitness",2024-06-24 04:19:48.141537
Discussing the latest in travel.,99,11,"#Adventure, #Travel, #Wanderlust",2024-06-18 03:38:02.141537
Discussing the latest in cooking.,322,53,"#Cooking, #Pasta, #Foodie",2024-06-29 18:04:41.141537
Discussing the latest in music.,276,32,"#NewRelease, #Music, #Bands",2024-06-26 20:18:42.141537
Discussing the latest in travel.,208,39,"#Adventure, #Explore, #Wanderlust",2024-06-28 14:31:33.141537
Discussing the latest in travel.,302,78,"#Travel, #Explore, #Adventure",2024-06-09 03:58:21.141537
Discussing the latest in nature.,165,37,"#Outdoors, #Sunset, #Nature",2024-06-30 06:05:50.141537
Discussing the latest in travel.,265,60,"#Travel, #Explore, #Adventure",2024-06-28 18:34:19.141537
Discussing the latest in education.,493,65,"#Knowledge, #Books, #Education",2024-06-15 06:05:15.141537
Discussing the latest in travel.,373,42,"#Travel, #Wanderlust, #Adventure",2024-06-02 05:14:50.141537
Discussing the latest in travel.,229,80,"#Travel, #Wanderlust, #Adventure",2024-06-22 08:05:33.141537
Discussing the latest in sports.,117,10,"#TeamSpirit, #Sports, #GameDay",2024-06-14 13:36:38.141537
Discussing the latest in nature.,79,52,"#Nature, #Sunset, #Outdoors",2024-06-08 10:22:35.141537
Discussing the latest in cooking.,295,88,"#Recipe, #Cooking, #Foodie",2024-06-03 21:43:58.141537
Discussing the latest in fitness.,451,80,"#Fitness, #Wellness, #Workout",2024-06-25 22:22:27.141537
Discussing the latest in travel.,206,16,"#Explore, #Travel, #Adventure",2024-06-04 12:13:27.141537
Discussing the latest in finance.,162,15,"#Investing, #Finance, #Economy",2024-06-14 21:28:16.141537
Discussing the latest in fitness.,393,27,"#Workout, #Healthy, #Wellness",2024-06-23 05:47:37.141537
Discussing the latest in fitness.,425,100,"#Healthy, #Wellness, #Fitness",2024-06-24 13:09:16.141537
Discussing the latest in music.,362,17,"#Music, #NewRelease, #Bands",2024-06-25 21:21:36.141537
Discussing the latest in politics.,351,63,"#Government, #Elections, #News",2024-06-17 22:20:21.141537
Discussing the latest in finance.,124,11,"#Finance, #Investing, #Economy",2024-06-26 08:02:37.141537
Discussing the latest in music.,136,49,"#Bands, #Concert, #Music",2024-06-04 22:15:59.141537
Discussing the latest in travel.,158,71,"#Travel, #Explore, #Wanderlust",2024-06-28 02:39:24.141537
Discussing the latest in education.,321,75,"#Knowledge, #Books, #Education",2024-06-18 09:47:07.141537
Discussing the latest in finance.,453,21,"#Finance, #Markets, #Economy",2024-06-17 07:58:37.141537
Discussing the latest in fitness.,226,67,"#Workout, #Wellness, #Fitness",2024-06-07 11:12:00.141537
Discussing the latest in finance.,123,23,"#Investing, #Markets, #Finance",2024-06-12 21:41:24.141537
Discussing the latest in politics.,335,10,"#Elections, #Government, #News",2024-06-07 00:13:24.141537
Discussing the latest in education.,144,53,"#Education, #Learning, #Books",2024-06-09 16:32:22.141537
Discussing the latest in cooking.,149,19,"#Recipe, #Foodie, #Pasta",2024-06-30 00:19:06.141537
Discussing the latest in travel.,324,29,"#Adventure, #Wanderlust, #Explore",2024-06-22 16:09:54.141537
Discussing the latest in education.,469,66,"#Education, #Knowledge, #Books",2024-06-07 12:57:08.141537
Discussing the latest in music.,269,30,"#Music, #Concert, #Bands",2024-06-01 20:04:59.141537
Discussing the latest in politics.,359,95,"#News, #Government, #Elections",2024-06-18 03:11:29.141537
Discussing the latest in travel.,52,48,"#Travel, #Wanderlust, #Explore",2024-06-23 13:25:24.141537
Discussing the latest in fitness.,153,85,"#Fitness, #Wellness, #Workout",2024-06-07 00:06:57.141537
Discussing the latest in finance.,417,41,"#Markets, #Economy, #Investing",2024-06-08 05:08:16.141537
Discussing the latest in finance.,194,30,"#Investing, #Finance, #Markets",2024-06-23 06:42:45.141537
Discussing the latest in technology.,338,77,"#Innovation, #Gadgets, #AI",2024-06-04 22:04:43.141537
Discussing the latest in sports.,442,51,"#Sports, #GameDay, #TeamSpirit",2024-06-04 11:09:53.141537
Discussing the latest in fitness.,192,30,"#Workout, #Wellness, #Healthy",2024-06-30 03:20:11.141537
Discussing the latest in politics.,395,18,"#News, #Government, #Elections",2024-06-23 22:24:28.141537
Discussing the latest in fitness.,444,40,"#Workout, #Wellness, #Fitness",2024-06-26 07:45:13.141537
Discussing the latest in technology.,419,13,"#AI, #Gadgets, #Tech",2024-06-15 21:04:13.141537
Discussing the latest in technology.,294,42,"#Gadgets, #Tech, #Innovation",2024-06-10 11:02:54.141537
Discussing the latest in music.,400,41,"#Bands, #Concert, #Music",2024-06-18 12:23:05.141537
Discussing the latest in fitness.,395,60,"#Fitness, #Workout, #Wellness",2024-06-08 20:22:27.141537
Discussing the latest in nature.,279,70,"#Outdoors, #Relax, #Sunset",2024-06-25 12:59:17.141537
Discussing the latest in music.,393,68,"#Bands, #NewRelease, #Music",2024-06-28 05:54:07.141537
